id,genre,trackName,artistName,valence,energy
1Hfm2cnD1jjv1Fl7tBGTQW,disco,Bad Girls,Donna Summer,0.968,0.611
766RKRQ1ZJjmdBQ9y54HKj,disco,Animals - Original Mix,Martin Garrix,0.0376,0.866
0tBRo4P60DgKmg4jt48upm,disco,Bumpy Ride,Mohombi,0.826,0.854
6aGjEZ7kq3YXgD0EDt80O5,disco,Live While We're Young,One Direction,0.936,0.837
7smCjIc7MoUM4ay55LQrdu,disney,Rock Star - From “Hannah Montana 2”,Hannah Montana,0.626,0.945
2DigoxQc8wN6JL2TtSHJdH,disney,"Wedding Announcement - From ""The Little Mermaid""/Score",Various Artists,0.137,0.0795
5yyqx4brn6Bm9U1Rj9ENnz,disney,"Touch The Sky - From ""Brave""/Soundtrack",Various Artists,0.33,0.641
7JIvgoalTwUz528BVYXBto,disney,Topsy Turvy,Various Artists,0.351,0.493
0vHo9ytMuFBpAYRnof7TOf,disney,The Lion Sleeps Tonight,Various Artists,0.764,0.874
6ZP66zQZjwN1P0QWR9fdSP,disney,Main Title (Love Is a Song) - Soundtrack,Various Artists,0.0936,0.184
7egiYyTeKkzTxymVo0mPj8,disney,"I Wan'na Be Like You (The Monkey Song) - From ""The Jungle Book"" / Soundtrack Version",Various Artists,0.783,0.42
3vsI69wcleZR40ooqWAot6,disney,Woody Bails,Randy Newman,0.0378,0.144
4T9Jpft8jvZAP57aE3VdCt,disney,"Down in New Orleans - From ""The Princess and the Frog""/Soundtrack Version",Various Artists,0.705,0.676
6LiwSylyzXNHuCmvvGQ6pm,disney,Stay Awake,Thomas Newman,0.0367,0.0993
7D2ckNxoPXrFDJwIzvDMJP,drum-and-bass,Transporter,Logistics,0.135,0.738
1cSNuvV33332rYEx8L9rqJ,drum-and-bass,I Can Feel,Various Artists,0.0394,0.878
0sYPHhcTVJuTpP6q2Vtcap,drum-and-bass,The Lights Within Her Eyes - Nelver Remix,Various Artists,0.562,0.896
2YFqEDwUMHAfp8mG61nIjT,drum-and-bass,The Siren,Bungle,0.226,0.804
428W4pYWS8XPHay6tPtQpB,drum-and-bass,Days Of Rage - V.I.P,Artificial Intelligence,0.446,0.912
7Hlhb6SLS8q6pH7ZkJ88gQ,drum-and-bass,Midnight Express,Dieselboy + Evol Intent + Ewun,0.211,0.931
6zshd6W0i5Z17h7519saa4,drum-and-bass,Epilogue - VIP Mix,Various Artists,0.213,0.98
07MQv28dglZnzTS1bszk0p,drum-and-bass,All Over Me,Aphrodite,0.469,0.762
6Mj3zlcNjcQRGmwoWU9uRS,drum-and-bass,Feelings 4 U,Mutt,0.911,0.816
13K6MvYbv9ANqfGmql7m9N,drum-and-bass,Avalon,Maduk,0.194,0.748
54Og8bEQGpIm2IeZ04D1FK,dub,Total Fascination,Pretty Lights,0.42,0.8
2YfVXi6dTux0x8KkWeZdd3,dub,Rain,Blackmill,0.197,0.545
5f6igUw1asUL4AGXSvgTW8,dub,Levels - Skrillex Remix,Avicii,0.346,0.91
0vqwAyVGZJb1AqU5mNDS5t,dub,Whole Lotta Love (Dubstep Remix),Various Artists,0.535,0.726
2KlZexJjJPuNWcN5uAG1GU,dub,Gold (feat. Yuna),Adventure Club,0.189,0.675
2uM8EuKY4FjY8n2JcENJfM,dub,Superliminal,deadmau5,0.0365,0.617
3NpICsYJo3JkBia9Dj5noT,dub,Kiss My Lips (feat. Dev),Borgore,0.596,0.925
4rwpZEcnalkuhPyGkEdhu0,dub,Scary Monsters and Nice Sprites,Skrillex,0.324,0.944
0Ff0IZy22ygaykCe2iAG01,dub,All In,Dubba Jonny,0.547,0.921
0oOxvJK76K0439kSZFcE22,dub,Firepower,Datsik,0.0394,0.83
1r5D9flMN91JOOWf8oPaXq,dubstep,Space Blasters - Original,Dubba Jonny,0.304,0.826
22qHwXQaDP9BoZUQmWHTFA,dubstep,Overworld - Original Mix,Savant,0.486,0.809
3H25APFLbS8WnpcaTnKWnu,dubstep,Call Your Girlfriend - Feed Me Remix,Robyn,0.597,0.88
5szziZdu4UcIJX7aZGWI1d,dubstep,Subsonic,Excision,0.299,0.748
4DqvFOvWWRCqCwyNqvHuAv,dubstep,Universe,Various Artists,0.294,0.88
1yt5V0Nv3lIDtaseaRNM28,dubstep,Take Me To The Hospital - Rusko Remix,The Prodigy,0.279,0.752
4z9Eob4C20jeb1LwLv2sCF,dubstep,Your Mother's Got a Penis,Goldie Lookin Chain,0.779,0.875
0GZrf19S4472ysky5ODe2c,dubstep,Hush Now (501 Remix),L.A.O.S,0.0734,0.816
74XJOhHihLUU9B9cCF5Qgz,dubstep,Ninur - Original Mix,Savant,0.699,0.707
7jJRZLZoRpSuR9DPh4SFPz,dubstep,Rewel,Various Artists,0.118,0.81
1BU4p95YjXuvCCRscALuxv,edm,L R L,Lazerbeak,0.281,0.925
28hs4m9Uf0M9lyO4qV3WnX,edm,Babes Anatomy (Adam's Lambaca Remix),Adam L. Kid,0.602,0.803
4SQfQuxYQx8DJQB88sQmVT,edm,Bigfoot - Dillon Francis Remix,W&W,0.18,0.907
4n0isQrD9b9lOoSs7zKogy,edm,Youth (Adventure Club Remix),Foxes,0.254,0.71
3QVteHLWhYhBWe7cX2fgev,edm,I Can't Stop,Flux Pavilion,0.205,0.775
4HRhCGyBhUSP9FIPvokPNL,edm,Dynamo,Various Artists,0.0866,0.906
7IaecDGUsRDMlQ8fS2seW6,edm,Sky High,Big Gigantic,0.409,0.814
2Hq2mIgRfj60J321GueeJT,edm,Puppy,Netsky,0.856,0.727
5A37UCV7aPjhp1RSocVBfc,edm,I Can See It In Your Face,Pretty Lights,0.534,0.938
1RJZLVGpBG9nNZiHRQSWTp,electro,Recess,Skrillex,0.132,0.93
156oozyC0SdsnMrNnvMQQ1,electro,Omen,The Prodigy,0.529,0.954
7Ay8Qdrvu0htVl7CkqTYAi,electro,DVNO,Justice,0.672,0.924
61ChYyL3Cpo3V1LBdxQycG,electro,Fransk And,Analogik,0.657,0.651
1CcS1yrulOFPXYk7NVKAm2,electro,Flashback,Calvin Harris,0.158,0.95
4IkgcBeRd6R8MJgdYWg4te,electro,Midnight City [Eric Prydz Private Remix],M83,0.351,0.854
2cmRpmO04TLaKPzmAzySYZ,electro,Dance Yrself Clean,LCD Soundsystem,0.794,0.611
4HMsMPCRJ0RRtmVNiR20z2,electro,Courtship Dating,Crystal Castles,0.708,0.575
3yitiXJG14YtXXPFVoNvb1,electro,I Remember,deadmau5,0.59,0.679
2tW2Kn1IGFFVfRVnQE2UaQ,electro,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,Ivan Gough,0.376,0.831
4RahtE3jOvD8dSmNew6Q7t,electronic,Modern Driveway,Luke Abbott,0.434,0.401
5OWhFeNXZ2RGbsGpl3rIc3,electronic,Da Funk / Daftendirekt,Daft Punk,0.546,0.859
5Muk08hnvAKtf0MDHqIq5j,electronic,Hold On - Sub Focus Remix,Various Artists,0.0393,0.931
2HHiH52OPxe8qyVO7N4uH7,electronic,Bad Blood,Bastille,0.94,0.777
0lEwO2YMAAMS9yA7mRm2Qj,electronic,Skrillex Orchestral Suite by Varien - Bonus Track Version,Skrillex,0.0673,0.479
028hSLkHArNGP0EUmIOfLB,electronic,In the Same Room,Julia Holter,0.108,0.327
7sCIdsYQ8Nxoj6TjB1Eb7P,electronic,Toulouse - Original Mix,Nicky Romero,0.266,0.91
1CjPksPqtISBIWkxb9Xj75,electronic,Give & Take,Netsky,0.518,0.841
5zG4pMcM2QILFOFL3Y3ZMf,electronic,"Revolution (feat. Faustix, Imanos & Kai)",Diplo,0.309,0.724
2pONuBYwWrNm9jcJH6hmPc,emo,Sleep,My Chemical Romance,0.152,0.952
5m91YNwgPcZ1F5dSnQwX5A,emo,The Layers Of Skin We Drag Around,The World Is A Beautiful Place & I Am No Longer Afraid To Die,0.437,0.702
4oxHTcJaYcFYpYNRFD3tyc,emo,Greener with the Scenery,The Used,0.281,0.88
5rH5kb3vapjDifLxgK3P4Q,emo,Calm Americans,Elliott,0.276,0.937
1o25vqLcw3JRHgLrGJ3DWY,emo,Pheurton Skeurto,Sunny Day Real Estate,0.344,0.12
0CDoBeiDAnR2wEvn0ejs7Z,emo,Carolyn,Black Veil Brides,0.489,0.857
4xSVkbqCz1xaevkjP8xXL5,emo,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",Panic! At The Disco,0.653,0.737
6bVYfzZxDrC4BSqVhYJFGt,emo,Something That Produces Results,The Early November,0.52,0.819
74HsNf2R9s09gpib6m9nbz,emo,Do You Know Who You Are?,Texas Is The Reason,0.0347,0.651
6p4jnIWFWyLz0zUo2RD9iu,emo,"Baby, You Wouldn't Last A Minute On The Creek",Chiodos,0.0974,0.908
01nW6MdZU2KYjkYovWpjq6,folk,The Story I Heard,Blind Pilot,0.502,0.443
7IPHxRDKjb2yJY8d4laG9g,folk,Sarah,Ray LaMontagne,0.73,0.473
0b1fVeBO4Zi8LsbDhXZDIB,folk,Lai Lai Hei,Ensiferum,0.536,0.846
1JxNWpK9xTWKRPoYTIX4Qk,folk,Another Story,The Head And The Heart,0.121,0.447
0n65KS7CvnxX59uLGYcQGp,folk,Hymn #101,Joe Pug,0.28,0.343
37LoKuV4PWzrtFicRNldtw,folk,In the Yard,Bowerbirds,0.239,0.496
5tePn9lOIMHfFaqoTxFrio,folk,"Down To The River To Pray - From “O Brother, Where Art Thou” Soundtrack",Various Artists,0.549,0.166
7raciFPVU5VuHmqVbw2c1h,folk,"Puff, the Magic Dragon - 2004 Remaster","Peter, Paul and Mary",0.469,0.143
25J4d78ESH2MgAJoIakB8O,folk,Lost In The Light,Bahamas,0.246,0.267
5Z1U0knfYnsfvZycgDeOiC,folk,Big Jet Plane,Angus & Julia Stone,0.273,0.387
1223HeVt1vt6l7pvIr7WIA,forro,Falamansa Song,Falamansa,0.851,0.578
1LQOmoSYlt3CLD7ZtDE5dB,forro,Cabecinha No Ombro,Various Artists,0.965,0.857
0oGbLhLanc7oZt7ggbvqk0,forro,De Mala e Cuia,Trio Virgulino,0.967,0.71
0zeEoRA3va6uehthWjZ828,forro,Jogo de Palavra,Banda Magníficos,0.946,0.67
31HJZsz8kGih7gBEPCozWk,forro,A Aranha e o Tucano,Bonde do Forró,0.956,0.918
6FBLWUcYplq1C8HtepJBVH,forro,Se Renda - Live,Cavaleiros do Forró,0.851,0.812
6MAom7UZcwDceJp0rNF9tb,forro,Forró Lunar,Alceu Valença,0.67,0.717
6aCKJfo3Hd1QHDa2jyLFiD,forro,Minha Gata,Falamansa,0.823,0.532
6IILhT336VZJ9iE0mfuW9n,forro,Entre Tapas e Beijos (Ao Vivo),Banda Calypso,0.936,0.763
59JveLo6fZNOY0qWytL7qd,forro,Língua de Jacaré,Baião D4 / Rastapé,0.833,0.809
6CoPUSprcR6SWrPboNhtgO,french,Kiss Me Forever,Julien Doré,0.947,0.697
4WnEirPtoKkKT11VXJF72O,french,La valse des monstres,Yann Tiersen,0.921,0.278
4QMYHcgIDWfd5k2wN7q7vi,french,J'reste debout,Sexion d'Assaut,0.448,0.582
441lLH0Powp4oDOHKTTne3,french,Je ne veux qu'elle,Marc Lavoine,0.462,0.621
6w548oLk6lVArwnW4ze9fx,french,La maison près de la fontaine,Nino Ferrer,0.18,0.302
6qbieXHVuCIIlzi55j6E5i,french,Quelques mots d'amour - Remasterisé en 2002,Michel Berger,0.349,0.528
19mJa656RFrwENvbekgpJg,french,Le paradis blanc,Véronique Sanson,0.47,0.52
5HQVUIKwCEXpe7JIHyY734,french,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,0.531,0.655
53sQS8dKejGlU8FlyHdex7,french,If,Étienne Daho,0.917,0.501
5XW0ql5hQb2KhAWj5FO0zp,french,Chanson De Maglia,Serge Gainsbourg,0.232,0.224
7BaCmGzaj4tzJkPT2JhkxO,funk,Workin' Day And Night,Michael Jackson,0.849,0.963
1uxzFavoQSzR6NhzeSbHdM,funk,I Wanna Be Your Lover - Single Version,Prince,0.83,0.442
4Gg7js0Xz6yvnTc3QkWkTu,funk,Shake Your Rump To The Funk,The Bar-Kays,0.784,0.907
0BRETWVsgLUOyuw1GQdhiG,funk,Fire on the Bayou,The Meters,0.975,0.61
7cnWNeQIQutKJmL3MZSfr6,funk,Do It Like You Do,Lettuce,0.835,0.525
2k7ysbG2zy03fCZOax5HjJ,funk,The Cisco Kid,War,0.961,0.858
4XsH9zBWPOCdXoH9ZDdS8r,funk,Superfly,Curtis Mayfield,0.748,0.708
4BO3iUMPSAgFmZ30MV8rBO,funk,It's Serious,Cameo,0.947,0.775
6CSLNGruNhqpb5zhfs5n3i,funk,Celebration - Single Version,Kool & The Gang,0.931,0.656
7723JnKU2R15Iv4T7OJrly,funk,Funky Town,Various Artists,0.342,0.63
4DVBeBlL8kPKfa6mtisXUB,garage,Here's To You,Jamiroquai,0.899,0.674
7KQZBdMidJBntkaUGdGpIy,garage,Tidal Wave,Thee Oh Sees,0.447,0.952
6QyBIZEvs11K9lKjyLYtv6,garage,Take It Off,The Donnas,0.333,0.951
4oCViHsu4ASw3Oc8jGXYfA,garage,Suzanna,Various Artists,0.863,0.77
5liQj4sVRmEEESvvcb64o8,garage,Wearing My Rolex - Radio Edit,Wiley,0.755,0.716
3OT9v6TN4AoK8kwIcaXIDy,garage,Out Of My Mind (Into My Head),Various Artists,0.359,0.846
4Fk2QhHlQPYnubYKSCoEW6,garage,Closer Than Close,Ibiza Dance Party,0.86,0.661
2nCv0Z5IcDpSRTXJkkSZyn,garage,Rydia - Artful Remix,BASECAMP,0.931,0.783
6PyKaJdDKzI7MpTLas18cm,garage,You Always Start It,Rupert Taylor,0.624,0.766
6MoMGNgl3vDKZ3IQaHUvjr,garage,Gabriel,Various Artists,0.428,0.422
5oqdSgWmxas8MpZIljjyuj,german,Topmodel,Massive Töne,0.965,0.655
37cWfmxcxJ91gO4v6nX7wS,german,..Hab' Gehört..,Samy Deluxe,0.808,0.776
3bidbhpOYeV4knp8AIu8Xn,german,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.847,0.922
3MgBuZMqKF4k0LjZniiwkh,german,Schlechtes Vorbild (Original),Sido,0.948,0.585
4NKOW2fYIMQlyee3DoJfGT,german,I Love You,Woodkid,0.485,0.814
5TPbPhLYX9OeQO82qnIEEC,german,Keine wie du,Laith Al-Deen,0.609,0.606
6nHTgckNJCnOTwOkO3rr28,german,Monsta,Culcha Candela,0.961,0.782
1CFlJNhfG6P3zqwxCR5yoP,german,Vive La Danse,Bosse,0.239,0.86
7Jwe4iWB1G6c7TE7fRedrm,german,Animals - Radio Edit,Martin Garrix,0.0378,0.923
0WY0cXN1PBlx3AVyMysnlf,german,Forgive Forget,Caligola,0.902,0.935
4E2ee31GFRRnsDBQggiqnC,gospel,Every Praise - (album edit),Hezekiah Walker,0.327,0.746
1aexdhE8yIMNnRGZ1cCufU,gospel,Great & Mighty,Smokie Norful,0.604,0.758
4YtLMwpcq7pr1yFdi0zHNh,gospel,Show Me Your Face,William McDowell,0.244,0.411
3x8wKKVLz0JxW5rF5jD8aC,gospel,The Moment #1,Kirk Franklin,0.333,0.301
3lO7pZnofGE8rrGBzgJewI,gospel,Encore,James Fortune,0.322,0.409
4um6ZMnib1I7VuG3c6jGm5,gospel,Open The Eyes Of My Heart - Live,Michael W. Smith,0.207,0.568
5hNEZnDEoAM7i7L0hgfYop,gospel,Bless The Lord - Live,Tye Tribbett,0.501,0.938
4mzm2S7WzWJWcTVEut18rB,gospel,He Reigns,Various Artists,0.655,0.653
3nAL7SbBrEUcDGDAQofFfG,gospel,We Are Victorious (feat. Tye Tribbett),Donnie McClurkin,0.583,0.886
3MxdZ9nueFtSvMbaUD9Bga,gospel,Glorious,Martha Munizzi,0.465,0.938
2VjUuH5oHCRDQRD0fwB1Jc,goth,Blood Money (Remastered),Sisters of Mercy,0.398,0.857
38SV38tD0W23lIMTTgUwTA,goth,In a Manica,Sirenia,0.326,0.718
6VjoTzquBIpRaokpoNs5Hf,goth,Now & Forever,Xandria,0.301,0.831
3T342zupwuBmCbG63WZQ8n,goth,Anima,Epica,0.49,0.144
70XOzn4IstIYPGpcgTFJd2,goth,Call The Ships To Port,Covenant,0.545,0.892
5W37qNb9oL9jjRQgHDZ7wT,goth,Kick in the Eye,Bauhaus,0.851,0.561
3q8Ik72lK83bq1wS0EZ8bG,goth,Deep Silent Complete,Nightwish,0.48,0.876
0Cdp9QsQP2gxZ7pYmPfXzy,goth,Fragile,Lacuna Coil,0.155,0.789
6BuuV8ukEz8M7bWE1dE6JS,goth,Pretending,HIM,0.329,0.842
1Twr9ElGR91uhIiJtiLyVI,goth,Fire Woman,The Cult,0.446,0.85
4HZL7TB7pqb6UqCKYjLWKF,grindcore,Weltschmerz [intro],Napalm Death,0.432,0.826
4sSgjHxShWrL2yLa12d9au,grindcore,"Feed Them, Kill Them, Skin Them",Nasum,0.372,0.984
0zTCYTq24Y0VhZPUQNqXQ1,grindcore,Semiconscious Godsize Dumbass,Wormrot,0.029,0.998
3emYDV9pAbquacajcGREMp,grindcore,Discharge The Fear,Lock Up,0.0391,0.996
2gFvhppFeZHCI0EzIEk0ty,grindcore,Polarized,Carcass,0.537,0.959
6OZhp1Y1fq2YG0hmdTPz8e,grindcore,The Color of Blood,Misery Index,0.104,0.992
5bnAezPxDDlCc55HjiwFWr,grindcore,Kill Theme for American Apeshit,Agoraphobic Nosebleed,0.109,0.999
5AhdPgsBvLQyVxiKjt9FRW,grindcore,The Underground Man,Pig Destroyer,0.0771,0.995
40RVdsIa0spa9Ihu98WRCm,grindcore,Dementia Access,Napalm Death,0.0748,0.988
0CvNkWo1JjCxVRQkv5JRgM,grindcore,Small Talk,Brutal Truth,0.0363,0.992
3WK92NLmP1P4v5N0Y2yGm8,groove,Stand By Me,Various Artists,0.629,0.183
7Bp898e0U9IReLs2oKC7G4,groove,Sweet Dreams (Are Made of This),Eurythmics,0.894,0.51
3ehfSaIR7ogHEBlOZGb2ul,groove,I Say a Little Prayer,Aretha Franklin,0.508,0.255
5zCJvrT3C7cIfHsR5iG95l,groove,Lean on Me,Bill Withers,0.413,0.235
6YHpaawV0C88rwt2bQE6jV,groove,Toy Soldiers,Martika,0.199,0.441
6dBxo0bBZ3bYQBcW9SiHZF,groove,At Last - Rerecorded,Various Artists,0.382,0.141
5QVX213rGhKaNwJPVJnHw4,groove,Celebration,Various Artists,0.96,0.875
0Xkpd7bkBgElzlFEoxrRwd,groove,Build Me up Buttercup,Various Artists,0.922,0.814
2N5x1dQUiWbgHBGDz9P6lr,groove,Love and Happiness,Al Green,0.736,0.412
3AgvZyLH4sWkII5bnU80aQ,groove,I'm So Excited,The Pointer Sisters,0.924,0.7
0MT5qQGn8jC7KVGitkP2ZD,grunge,Mood For Trouble,Soundgarden,0.243,0.603
2Pt1cYWDZVMpGETeTWl6Tn,grunge,Mudride,Mudhoney,0.269,0.883
3g9QJOXLmC8lWnbvA0D0hl,grunge,Last Exit - Remastered,Pearl Jam,0.672,0.951
6AZg0e6Hq9s8a10jnQC8PS,grunge,Man Of The Hour,Various Artists,0.0791,0.283
6heaWvOwtcbvjd4sXb73qB,grunge,The Man Who Sold The World - MTV Unplugged,Nirvana,0.374,0.711
3ph1khLfJVcVnaVvJRjlCo,grunge,Body,Bush,0.135,0.816
3RciEQxS7PxtLqMs7OwRsU,grunge,Stand Inside Your Love,The Smashing Pumpkins,0.381,0.759
49pZEyqCtOShtAdduKbGM6,grunge,Sugar Kane,Sonic Youth,0.345,0.853
6rBgysDXImbq8b61tzVWSn,grunge,High and Dry,Radiohead,0.352,0.383
1B45KRIxXBnKosy2OGvPEJ,grunge,Pushin' Forward Back,Temple Of The Dog,0.769,0.93
6XIQe8CyDYFHN0iCjfRIuj,guitar,Cryin',Aerosmith,0.498,0.828
0hKtqHVkSvlVRMJ00M9d56,guitar,Nemesis,Arch Enemy,0.207,0.951
473dVAB97y06dfl6OBb1uj,guitar,Talk Dirty To Me,Poison,0.628,0.951
6CSEXXAg0IN9ZnEfhzDyh1,guitar,Motivation,Sum 41,0.853,0.887
5JKifvL0EUMdEScCzKbbOv,guitar,For My Father,Andy McKee,0.39,0.362
0B6uxTg34PpMBFhA4fKsAU,guitar,Fury Of The Storm,DragonForce,0.197,0.911
3clIHVzJ9J2rvvrFUKLICo,guitar,She Bangs the Drums - Remastered,The Stone Roses,0.672,0.976
1Dr1fXbc2IxaK1Mu8P8Khz,guitar,When I Come Around,Green Day,0.814,0.909
3pgFyF7tuN1hIx9DeOaeY2,guitar,Freya,The Sword,0.436,0.867
14fmbvjYLqRZEXz1VZdM2M,happy,We Found Love,Rihanna,0.609,0.74
23NPGXlSaIqWzvxIRhM2oG,happy,Under the Bridge,Red Hot Chili Peppers,0.513,0.49
3jZomvOBa5qfTo5HkqI1p5,happy,One Way or Another (Teenage Kicks),One Direction,0.409,0.867
5Fli1xRi01bvCjsZvKWro0,happy,Houdini,Foster The People,0.764,0.908
3oL3XRtkP1WVbMxf7dtTdu,happy,The One That Got Away,Katy Perry,0.864,0.792
12Ns5IphkblPmHxpRILG9t,happy,Don't Wake Me Up,Chris Brown,0.206,0.691
3X7abqSXC4xrxuC1ykpWcY,happy,Livin' On A Prayer,Bon Jovi,0.815,0.882
5zF2zGPkL6Ipsn9AfAK6RP,happy,This Love,Maroon 5,0.78,0.868
5Z7ygHQo02SUrFmcgpwsKW,happy,Wild Ones (feat. Sia),Flo Rida,0.45,0.889
1iMq1SKpMAfEDl7yh9g70j,happy,Work,Iggy Azalea,0.512,0.814
4KaHvV6CcOI9F0WDdToZdv,hard-rock,It's My Life,Bon Jovi,0.488,0.936
5GiIkuoiTc3VNPBarlIwc5,hard-rock,Alone,Heart,0.147,0.685
7F8JbSCPBXm3IxMx2UMMhH,hard-rock,Eye of the Tiger,Survivor,0.556,0.599
65WuSOl0mx1FhHgQub0uEX,hard-rock,La Grange,ZZ Top,0.52,0.532
2FnygaA2lW1hSXKaUyPyjP,hard-rock,Tom Sawyer,Rush,0.637,0.804
7txxAtOMwLLnQTpKeBL6bp,hard-rock,Mother,Danzig,0.342,0.763
4vO9dmzNRqDhFY3jD1a3P7,hard-rock,Mississippi Queen,Mountain,0.637,0.624
61nSbxyL6VRPp32AMscxiF,hard-rock,Crazy Train - 2002 Version,Ozzy Osbourne,0.603,0.902
1Ll8UuomlZEhuZYLxUz09J,hard-rock,Here I Go Again,Whitesnake,0.268,0.666
1qlRSRaD3Hb5lfzcAs0Ev1,hard-rock,Carrie - Single Version,Various Artists,0.144,0.524
0khj70h8pejNRukEhOn86O,hardcore,In the Belly of a Shark,Gallows,0.149,0.998
1EGL3sNW7d4LQLhmLCuD6V,hardcore,Brothers,Defeater,0.339,0.561
41ZlE6i2wC5hz1ok6q3nqE,hardcore,No Way,Adolescents,0.207,0.98
19LD3gNMZgG6L0T3AQxMBH,hardcore,Waste of Time,Madball,0.235,0.972
4MGN5la8tzZ4W1ON0yecym,hardcore,Roadside,Rise Against,0.193,0.367
28CzlFHHxBf68YfOPqm8O2,hardcore,Go Nowhere,Reagan Youth,0.709,0.545
5dpeG993NwLzZ4jZkrRcos,hardcore,Flesh and Blood,Trash Talk,0.288,0.943
6lppv0IlPf4l11yR6wRleP,hardcore,Fascist Pig,Suicidal Tendencies,0.591,0.855
6Dbhah7ZoLdKyauvDl3qXL,hardcore,Self Destruct,Adolescents,0.208,0.986
5lgVn4wzN65nBVm3Vce9IO,hardcore,Pushed Too Far,Sick Of It All,0.606,0.995
7jBih1ke6mLZI0BpFxGPzQ,hardstyle,Anger,D-Block & S-te-Fan,0.119,0.976
4DeRRVWtl1xJljCNaGbQHw,hardstyle,Subsonic (Hardbass Edit) - CD Version,Headhunterz,0.104,0.949
0nbmSGAnSnBqCa1VlbGVGT,hardstyle,Never Say Goodbye (feat. Bright Lights) - Wildstylez Remix,Hardwell,0.329,0.946
0eMaT355ql5YzRhSVK6fRs,hardstyle,Do What I Can't Do - Original Mix,The Anarchist,0.662,0.996
7rJrooCgnik6iYPWxwd7LE,hardstyle,Have You,Noisecontrollers,0.241,0.932
5irdIdByIFwZmKQroXthHV,hardstyle,Imaginary - Edit,Brennan Heart,0.287,0.594
5krlUFIVCIUt2xOin3rybu,hardstyle,The Sound Of The Underground - Da Tweekaz remix,DJ Isaac,0.557,0.997
0OL3rimCyRwb7XIvZr9ch7,hardstyle,It's All Confusion - Original,Ambassador Inc,0.17,0.841
5fiQg5xPHHMyDAXy8uGYBH,hardstyle,Mammoth - Coone Remix,Various Artists,0.0987,0.946
5M2urKCPnhOPNeGCi6Jm9W,hardstyle,Wake Up!,Brennan Heart,0.0893,0.668
6rkeaQRCWZxwkjhyqgxjXi,heavy-metal,Mouth for War,Pantera,0.627,0.954
3w9zHVKI28aUPZTxq8oDC6,heavy-metal,Electric Eye,Judas Priest,0.361,0.948
2Mn3w07L3IYR8LpnjGBZx6,heavy-metal,The Pentagram Burns,Satyricon,0.41,0.956
4IvWcj0ZS0nGZKuykTPolm,heavy-metal,Punishment Through Time,Paradise Lost,0.228,0.934
7iWTV4w2vTse1o83uqYeu5,heavy-metal,House Of Sleep,Amorphis,0.365,0.864
0gAV3a4d7PPkXo1E9KLmxF,heavy-metal,Divergency,Born Of Osiris,0.165,0.981
3qVSqmrEt15Ng8L9tRPOPl,heavy-metal,The Racing Heart,Katatonia,0.0833,0.397
2QXQcu9tr0IRkxe80JVSnF,heavy-metal,Combustion,Meshuggah,0.502,0.997
1aPQhwQfYSYM81SVDeC92T,heavy-metal,Wild Child,W.A.S.P.,0.406,0.897
2SQ0pYTVQvaxGYCQveG54K,heavy-metal,The Primeval Dark,Insomnium,0.23,0.878
04Rz403IY7QUqgfrTWX6OU,hip-hop,Da Graveyard,Big L,0.646,0.757
49zD0wr2S3d0lZPib0K4e1,hip-hop,F*ck Up Some Commas,Future,0.46,0.568
6KBYefIoo7KydImq1uUQlL,hip-hop,Bodak Yellow,Cardi B,0.485,0.703
6rje9f1wRFJDO2iTORw0lH,hip-hop,I Know,Big Sean,0.267,0.334
1jQvUmf16VE9WQCPuK2e8K,hip-hop,STOOPID,6ix9ine,0.832,0.63
1xIxMz1sNQ4b6svH1GuTtF,hip-hop,Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,0.68,0.662
66Q3fAmSX5eHamgbKa9alP,hip-hop,Real Friends,Kanye West,0.124,0.744
1rlIrbWboTRGeKfHhgbJRZ,hip-hop,FLIP THE SWITCH (feat. Drake),Quavo,0.496,0.637
1DTuA87dyw72Sn9bldhp2z,hip-hop,Nobody Move,Eazy-E,0.714,0.747
6eAIynPK19mHRypXB26o6X,hip-hop,"Guillotine (Swordz) (feat. Ghostface Killah, Inspectah Deck & GZA (Genius))",Raekwon,0.809,0.728
6Y1G7BEpIrerjrDeXhOSuz,holidays,What Child Is This?,Various Artists,0.168,0.276
0KNTX0SUKcFbGYstRsJkVY,holidays,The Little Drummer Boy,Henry Mancini,0.223,0.131
2f9RwcJVBMPDPxdcHWVwZl,holidays,Jingle Bell Rock,Wayne Newton,0.811,0.549
62vkF7SG6XsTMb1zvXocMf,holidays,Rudolph the Red Nosed Reindeer,Various Artists,0.719,0.157
0aFvbvf7DYBmIY8YBOvVZQ,holidays,God Rest Ye Merry Gentlemen,Canadian Brass,0.161,0.0932
4CsqIL3lAQoJhXlVtq9IUH,holidays,"Let It Snow, Let It Snow, Let It Snow",Various Artists,0.646,0.303
7GOKjBRhVKGzqgbFt3qI5e,holidays,Nuttin' for Christmas,Various Artists,0.892,0.202
6y8vYcoVOBmSYBT626p0bz,holidays,The Christmas Song,Joe Williams,0.241,0.0984
4Z3xfHt6XO7UBQnFIGNKsd,holidays,,Various Artists,0.955,0.79
